한글,영어,일어
총제곱합,total sum of squares,
토탈 시스템,total system,
총 지연,total tardiness,
총시험시간,total testing time,
총시험시간,total time on test,
총변동,total variation,
총요소 생산성,total-factor productivity,
완전 양함수,totally positive function,
터치업,touch up,
인성,toughness,
토요타 생산방식,Toyota production system,
추적,Trace,
추적,tracking,
추적 신호,tracking signal,
트레이드 오프,trade off,
대상가치,trade-in value,
절충,trade-off,
절충곡선,trade-off curve,
소통률,traffic factor,
훈련 니즈,training needs,
작업자훈련,training of operator,
궤적,trajectory,
거래,transaction,
트랜잭션 엔트리,transaction entries,
거래 파일,transaction file,
교류 분석,transactional analysis,
변환기,transducers,
운반 라인,transfer line,
운반 기계,transfer machine,
운반 비융,transfer ratio,
변태점,transformation point,
일시적 적응,transient adaptation,
일시적 상태,transient state,
이동,translation,
이동변환,translational transformation,
번역기,translator,
전송,transmission,
운반,transport,
운반공정,transport process,
운반공정,transport processes,
수송 작업,transport work,
수송원가계산,transportation costing,
수송 모형,transportation model,
수송 문제,transportation problem,
운반 설비,transporting equipment,
트래블 차트,travel chart,
순회 세일즈맨 문제,traveling salesman problem,
추세,trend,
추세변동,trend movement,
시햄착오법에의한 수익률계산,trial and error calculations for rate of return,
시행 관리 한계,trial control limit,
삼분 시스템,trichotomous system,
다듬기,trim,
이동빈도표,trip frequency chart,
트루스타이트,troostite,
문제 해결,trouble shooting,
궤적,trqiectory,
정중심위치,true position,
참 값,true value,
절단 분포,truncated distribution,
절단된 정규분포,truncated normal distribution,
이축기계,trunnion machine,
진위표,truth table,
사실논리표,truth tables,
텀블러 마무리,tumbler finish,
초경공구,tungsten carbide tool,
터빈유,turbine oil,
튜링 기계,Turing machine,
일괄계약 방식,turn key system,
회송시간,turnaround time,
턴어라운드 타임,turn-around time,
터닝,turning,
회전율,turnover rate,
회전율,turnover ratio,
총자본회전율,turnover ratio of total capital,
터릿 선반,turret lathe,
트위스트 드릴,twist drill,
꼬은 전선,twisted-pair wire,
두 용기 재고관리법,two-bin inventory system,
두 용기 재고관리법,two-bin system,
두 용기 재고관리법,two-bin-cycle system,
2단계 심플렉스법,two-phase simplex method,
양측검정,two-sided test,
2단계 샘플링,two-stage sampling,
2단계 최적화,two-step optimization,
복원 관리도,two-way control chart,
이원 배치,two-way layout,
제1종 관측중단,Type Ⅰ censoring,
제1종 과오,type Ⅰ error,
제1종 관측중단,Type Ⅰcensoring,
제2종 관측중단,Type Ⅱ censoring,
제2종 과오,type Ⅱ error,
A형 검사특성곡선,type A OC curve,
B형 검사특성곡선,type B OC curve,
생산 형태,type of production,
배치형태,types of layout,
단위당 결점수 관리도,u chart,
U곡선,U curve,
단위당 결점수 관리도,u-control chart,
초음파검사,Ultrasonic inspection,
초음파 가공,ultrasonic machining,
초음파 소음,ultrasonic noise,
초음파 용접,ultrasonic welding,
불가용도,unavailability,
불가피지연여유,unavoidable delay allowance,
불편추정량,unbiased estimate,
불편추정량,unbiased estimator,
불편성,unbiasedness,
불확실성,uncertainty,
비제약 최소화문제,unconstrained minimization problem,
비제약 최적화문제,unconstrained optimization problem,
절취두께,undeformed chip thickness,
용량 이하 일정계획,under-capacity scheduling,
언더플로우,underflow,
무방향 그래프,undirected graph,
일양 분포,uniform distribution,
등차 지불계수,uniform gradient series factor,
주기적 균등 상환,uniform periodic payment,
균등 현금흐름,uniform series of cash flow,
일양 분포,uniformal distribution,
균등 최종가 계수,uniform-series final worth factor,
균등 현가계수,uniform-series present worth factor,
단봉분포,unimodal distribution,
유니크 생산,unique production,
단위,unit,
단위비용,unit cost,
단위 운반,unit handling,
단위체,unit item,
단위 하물,unit load,
단위 하물 접근법,unit load approach,
유니트 로드 시스템,unit load system,
생산량 비례법,unit of production depreciation method,
단위량,unit quantity,
단위 표본,unit sample,
단위 합계방식,unit summation procedure,
단위 화물 방식,unity load system,
국제 십진 분류법,universal decimal classification,
불신뢰도,unreliability,
비교사 학습,unsupervised learning,
상한 합격판정 한계값,upper acceptance limit,
상한 합격판정 판정치,upper acceptance value,
상한접근방식,upper bound,
상한 관리 한계,upper control limit,
상한 접근방법,upper-bound approach,
어번 다이내믹스,urban dynamics,
사용기능,use function,
사용 신뢰도,use reliability,
사용가치,use value,
사용 수명,useful life,
사용자 인터페이스,user interface,
사용 가치,use-value,
U형 생산라인,U-shaped production line,
경상비,usual expense,
효용,utility,
효용함수,utility function,
돈의 효용,utility of money,
효용 프로그램,utility program,
효용이론,utility theory,
이용계수,utilization factor,
이용율,utilization ratio,
진공조임,vacuum clamping,
진공피더,vacuum feeder,
밸리시스,Valisys,
가치평가,valuation,
가치,value,
부가가치,value added,
제조 부가가치,value added by manufacturing,
부가가치 생산성,value added productivity,
부가가치세,value added tax,
가치 분석,value analysis,
가치 보증,value assurance,
가치 공학,value engineering,
VE  계획,Value Engineering Job Plan,
가치개선,value improvement,
가치 지수,value index,
가치 생산성,value productivity,
가치 표준,value standard,
부가가치 네트워크,value-added network,
밸브,valve,
날개,vane,
베인 전동기,vane motor,
베이퍼 도금,Vapor-plating,
변동 예산,Variable budget,
변동 자본,Variable capital,
변동비,variable cost,
변수 요소,variable element,
가변길이 레코드,variable length record,
변동 변압기,variable transformer,
계량형 합격판정 샘플링,variables acceptance sampling,
계량형 관리도,variables control chart,
분산,variance,
분산감소법,variance reduction methods,
분산 공분산 행렬,variance-covariance matrix,
변성형 공정계획,variant process planning,
변동,variation,
군간 변동,variation between subgroups,
변동요인,variation factor,
치수차,variation of tolerance,
군내변동,variation within subgroups,
자유경로형 운반설비,varied path equipment,
다양성 감소,variety reduction,
VDT 증후군,VDT syndrome,
VE 계약,VE contract,
벡터 최대화 문제,vector maximum problem,
차량 배차,vehicle dispatching,
차량 배차계획,vehicle dispatching planning,
차량 배차문제,vehicle dispatching problem,
차량 배차문제,vehicle fleet problem,
차량 경로 및 일정계획 문제,vehicle routing and scheduling problem,
차량 경로 문제,vehicle routing problem,
차량 일정계획 문제,vehicle scheduling problem,
속도 변환기,velocity transducer,
모험자본,venture capital,
모험투자 수명,venture life,
폭합,vergence,
버사트랜,Versatran,
꼭지점,vertex,
수직적 통합전략,vertical integration strategy,
수직 밀링기계,vertical milling machine,
수직 운반,vertical transportation,
현기증,vertigo,
전정낭,vestibular sacs,
진동공급용기,vibratory bowl feeder,
비커스 경도,Vickers hardness,
어셈블리언어,Victor's Assembly Language,
VTR 분석,Video Tape Recorder analysis,
저속형 카메라,vidicon camera,
포도형 집단설비,vintage groups,
가상 계산기,virtual machine,
가상 기억 관리,virtual memory management,
가상 저장장치,virtual storage,
가시도,visibility,
가시적 생산통제,visible production control,
시각,vision,
시각 감지기,vision sensor,
시력,visual acuity,
시순응,visual adaptation,
시각,visual angle,
시각표시,visual display,
시각표시 단말기,visual display terminal,
시각 피로,visual fatigue,
시 동작 연구,visual motion study,
V마스크,V-mask,
음성인식,voice recognition,
투표게임,voting game,
부소프라하분류방법,vuoso-praha system,
능률임금제,wage incentive plan,
허리둘레,waist circumference,
대기행렬이론,waiting line theory,
보행 광선 이송 기구,walking beam transfer mechanism,
보행빔,walking beams,
보행 로봇,walking robot,
보행식 프로그래밍,walkthrough programming,
창고비용,warehouse costing,
와르니에 방식,Warnier method,
경계 한계,warning limit,
경고선,warning limit,
경계 한계,warning limit,
경고선,warning limit,
보증,warranty,
보증 비용,warranty cost,
보증 수명,warranty life,
워릭의 원리,Warrick's principle,
Warshall - Floyd 방법,Warshall - Floyd's method,
낭비,waste,
워터 젯,waterjet cutting,
기복,waviness,
약 쌍대정리,weak duality theorem,
열마모,wear at high temperature,
마모 고장,wearout failure,
마모 고장,wear-out failure,
마모고장기간,wearout failure period,
베버의 법칙,Weber's Law,
주별재계획,weekly bucketed regeneration,
와이블 분포,Weibull distribution,
중량,weight,
가중 다다수결게임,weighted majority game,
가중 평균,weighted mean,
가중 이동 평균법,weighted moving average method,
가중치,weights,
용착부,weld,
단접성,weldability,
용접,welding,
용접점,welding point,
스포트 용접,welding spot,
용접 선,Welding wire,
복리 후생시설,welfare facilities,
웨스팅하우스 시스템,Westinghouse system,
WBGT 지수,Wet-Bulb Globe Temperature Index,
5W1H,"What, Where, Who, When, How, Why",
화이트 메탈,white metal,
백색잡음과정,white noise process,
전신진동,whole body vibration,
광역통신망,wide area network,
권상기,winch,
한랭 바람지수,wind-chill index,
윈도우,window,
와이어 방전가공기,wire electrical discharge machine,
특징선모델링,wire frame modeling,
울프의 조건,Wolfe's condition,
워드 주소 양식,word address format,
문서 편집,word processing,
문서 편집기,word processor,
작업 기본,work basic,
작업 센터,work center,
